#C Ar 10keV Si
#IncidenceAngle	Yield
81.96	9.668
81.97	9.675
81.98	9.679
81.99	9.671
82.01	9.669
82.02	9.651
82.03	9.642
82.04	9.659
82.05	9.639
82.06	9.636
82.07	9.638
82.08	9.632
82.08	9.632
82.09	9.635
82.1	9.638
82.2	9.591
82.3	9.558
82.4	9.517
82.5	9.490
82.6	9.452
82.7	9.411
82.8	9.360
82.9	9.318
83.0	9.262
83.1	9.227
83.2	9.161
83.3	9.115
83.4	9.054
83.5	8.995
83.6	8.936
83.7	8.860
83.8	8.788
83.9	8.731
83.91	8.718
83.92	8.705
83.93	8.693
83.94	8.700
83.95	8.697
83.96	8.680
83.97	8.677
83.98	8.662
83.99	8.655
84.01	8.646
84.02	8.637
84.03	8.634
84.04	8.612
84.05	8.619
84.06	8.598
84.07	8.590
84.08	8.594
84.09	8.576
84.1	8.569
84.2	8.494
84.3	8.417
84.4	8.317
84.5	8.229
84.6	8.124
84.7	8.023
84.8	7.924
84.8	7.924
84.9	7.818
85.0	7.701
85.1	7.574
85.15	7.520
85.2	7.462
85.25	7.401
85.3	7.317
85.35	7.255
85.4	7.173
85.45	7.120
85.5	7.052
85.55	6.974
85.6	6.890
85.65	6.814
85.7	6.743
85.75	6.643
85.8	6.571
85.85	6.485
85.9	6.391
85.95	6.309
86.0	6.228
86.05	6.124
86.1	6.036
86.15	5.940
86.2	5.849
86.25	5.738
86.3	5.636
86.35	5.531
86.4	5.424
86.45	5.318
86.5	5.206
86.55	5.092
86.6	4.981
86.65	4.862
86.7	4.740
86.75	4.622
86.8	4.490
86.85	4.375
86.9	4.241
86.95	4.117
86.955	4.111
86.96	4.089
86.965	4.081
86.97	4.069
86.975	4.056
86.98	4.035
86.985	4.035
86.99	4.020
86.995	4.002
87.005	3.974
87.01	3.968
87.015	3.953
87.02	3.935
87.025	3.932
87.03	3.913
87.035	3.897
87.04	3.881
87.045	3.867
87.05	3.854
87.1	3.722
87.15	3.590
87.2	3.456
87.25	3.310
87.3	3.176
87.35	3.029
87.4	2.899
87.4	2.899
87.45	2.761
87.5	2.622
87.55	2.479
87.6	2.342
87.65	2.205
87.7	2.067
87.75	1.937
87.8	1.805
87.85	1.672
87.9	1.554
87.95	1.424
87.9525	1.424
87.955	1.415
87.9575	1.407
87.96	1.400
87.9625	1.393
87.965	1.392
87.9675	1.384
87.97	1.376
87.9725	1.373
87.975	1.368
87.9775	1.353
87.98	1.352
87.9825	1.349
87.985	1.338
87.9875	1.335
87.99	1.327
87.9925	1.324
87.995	1.320
87.9975	1.313
88.0025	1.304
88.005	1.292
88.0075	1.290
88.01	1.285
88.0125	1.279
88.015	1.268
88.0175	1.264
88.02	1.263
88.0225	1.254
88.025	1.246
88.0275	1.242
88.03	1.238
88.0325	1.233
88.035	1.222
88.0375	1.220
88.04	1.208
88.0425	1.207
88.045	1.202
88.0475	1.200
88.05	1.191
88.1	1.077
88.15	0.976
88.2	0.877
88.25	0.780
88.3	0.693
88.35	0.608
88.4	0.536
88.45	0.466
88.5	0.403
88.55	0.344
88.6	0.293
88.65	0.249
88.7	0.210
88.75	0.176
88.8	0.144
88.8	0.144
88.85	0.119
88.9	0.097
88.95	0.078
89.05	0.052
89.1	0.041
89.15	0.033
89.2	0.027
89.25	0.022
89.3	0.017
89.35	0.014
89.4	0.011
89.45	0.009
89.5	0.008
89.55	0.007
89.6	0.006
89.65	0.005
89.7	0.004
89.75	0.004
89.8	0.004
89.8	0.004
89.85	0.003
89.9	0.003
89.95	0.003
90.00	0.000
